video_id,comment_count,comments_status,view_count,like_count,error
hiaOEWuijJo,856,enabled,377808,9014,
upnQ7esUR80,2610,enabled,4840577,33494,
nkmx_k9wVs0,6103,enabled,7486310,40305,
yQtUyBrRBx4,160,enabled,591632,4281,
EXStxYMCvFU,30212,enabled,10580004,258660,
VNtsVP42bOE,24068,enabled,77090875,500478,
-aYNIM3Op-M,273,enabled,760246,2927,
cHjh6Dupolk,1760,enabled,3812947,45358,
03R3dDa6x_Y,183,enabled,659617,2847,
BDqqf5j5cFA,2197,enabled,2951830,13397,
p0Dch1B4c04,1404,enabled,2764263,27908,
1BiFpSkMbNQ,10398,enabled,11112967,142042,
sQPvQgtI-FY,3242,enabled,2003710,46069,
pjMIshewXms,677,enabled,1394032,6777,
o6NIG3KkwLE,10557,enabled,11047798,64119,
pZLLujkbOlQ,374,enabled,273867,9901,
F1GM7_00pHo,17,enabled,17567,132,
hIULYHz6BWA,2262,enabled,339588,10815,
B4sQnbBZdKw,180,enabled,420012,4572,
VyXgE6H6tms,7475,enabled,987882,11043,
RGeNA3gy9Ic,1262,enabled,1807817,15938,
2yHDeKFW8j8,1875,enabled,1318498,28748,
JGXi_9A__Vc,12779,enabled,13916077,230322,
HgFUZ1Ki6sY,549,enabled,239539,6874,
QuwRgaLBddc,934,enabled,256849,3968,
2TtdPbeKNFc,1692,enabled,9986546,126778,
7tpreV8jISY,632,enabled,1029620,11836,
tqJDf7IB4HI,3760,enabled,18771189,162766,
w7yp8sQekrU,57,enabled,21789,170,
Wp20Sc8qPeo,2529,enabled,2978637,26053,
7z4hoazra_g,6131,enabled,5761352,158914,
xew1WivOfC4,4564,enabled,5792199,70802,
5JB1NY2xut8,869,enabled,2184869,11977,
c8wM6fjPj-0,358,enabled,121787,1395,
dKmoMr8E4ZY,642,enabled,4685747,33454,
YElDeUFMX4c,1142,enabled,2394430,19312,
WGZ_tCthT6U,704,enabled,308517,12307,
G2e3gExPJos,488,enabled,140506,1706,
CCkPhYiKbJU,7983,enabled,12500199,330299,
0kTKXg1renw,1273,enabled,1261871,14995,
8l_hFYzJpQI,62,enabled,16206,63,
GCQfMWAikyU,5268,enabled,7742327,71608,
cXkz2J3Gksc,4158,enabled,8770793,127452,
hYirFqEc8Tg,27068,enabled,36668034,612978,
5e65WRAA3T0,1944,enabled,1837738,12457,
3Y5SAM91oG4,6862,enabled,5002652,116120,
hVd-cb6m4hM,2524,enabled,2628895,13422,
w3sJEbcT7IE,4030,enabled,973014,26236,
9Hdj_mluBOo,273,enabled,110800,1087,
KuHL7hiFTnc,1555,enabled,1408401,29406,
8OUg4-b6ycg,9177,enabled,32949059,389223,
9ezzpuOqkX4,907,enabled,171409,4843,
jPtx0Ei1G88,12467,enabled,8407116,106625,
tSCoVPoCt1U,3557,enabled,3431862,53978,
_y8sMVd37cc,12174,enabled,3149630,14480,
-8PTsK5VX6g,58,enabled,55403,477,
GhlZGtcRdUo,3235,enabled,8048339,103353,
cM_aqtHXlsg,0,zero,8727,25,
x1-axqBZdNk,6275,enabled,8708144,78107,
ROAmMJeTO6Y,187,enabled,157376,1893,
mtqoe7-JnLI,915,enabled,454873,2632,
PA2PsADo11E,0,zero,5034544,135758,
xwuyBTTuUrQ,2269,enabled,826886,4788,
_4fZ5AP74bU,325,enabled,848506,6140,
tlTKTTt47WE,50293,enabled,21592233,528701,
Wk6mbUXqMHs,599,enabled,389601,22619,
hoQi1kZQRKA,0,zero,165845,164,
F388-6yDDpc,2700,enabled,1403021,7608,
rJNpWgla9QI,2791,enabled,3261085,16027,
4-tcHHyy1Rw,1386,enabled,1473807,16747,
mXk5-2u0kw0,1122,enabled,1297328,11738,
dDuJnlWjymw,852,enabled,733027,12364,
XPD2MVhHNbo,0,zero,4375184,9828,
r4wEkXCqkx4,461,enabled,431109,7893,
tr7AcjcE0BQ,2614,enabled,1626136,16956,
KO9E9oC0Nx0,0,zero,990851,1719,
jc0f8Xbk1vk,361,enabled,992151,18846,
SM8WZ0ztMuc,26462,enabled,2392144,43669,
TJ5C7TsBsao,1351,enabled,1548450,24033,
eyUqqA8wA0A,3188,enabled,2039588,42496,
HRfA33ibr80,1043,enabled,572437,13144,
UE-kaxIiNPQ,2154,enabled,4399831,101332,
fCev7TlGrf0,0,zero,39002,133,
oCd_i7wW87Q,10042,enabled,12768566,67225,
_VkSrUEze7M,32,enabled,18691,103,
OzTHEG_uADU,10,enabled,26321,107,
CoUJu1LByxU,480,enabled,767111,18340,
7Odakip90YU,56,enabled,132930,1707,
u9OH1E7cyfM,1,enabled,7069,31,
SsWG-C0qsCU,30,enabled,27287,130,
lgUB8aH9eZI,132,enabled,31891,302,
44fjX-rgJ7s,3307,enabled,5587777,108384,
FS-5GVPynCM,1040,enabled,2806629,30463,
GpsNW68ukdA,4184,enabled,1277561,12824,
UIxRrkNFiN4,173,enabled,52745,273,
RqRNu6xqH6E,5,enabled,5676496,13290,
szyrEMfzSuI,324,enabled,121267,2808,
4CbnU1cv6rE,78397,enabled,18094024,179010,
W0GpIMNTPYg,6243,enabled,6718850,111433,
mKBLfwVEKP8,480,enabled,5964878,5912,
3gNkgj9h2oM,4028,enabled,3463070,48085,
9kh60v5PxMk,319,enabled,307355,5182,
-F5WcFPDzko,1038,enabled,6364154,15121,
WVHlrfzLjd4,277,enabled,2063068,10378,
5u5ixEyjZng,1019,enabled,9630444,36477,
cSxq2o91hDc,9,enabled,19196,291,
0YxPDmMO_CE,1352,enabled,2910053,172869,
xE0kRwDXn7o,3975,enabled,10829710,43857,
FNXLl8mcFBk,11,enabled,15281,38,
jNhXXSGY-6s,397,enabled,413164,4099,
JTG4cMRavDU,213,enabled,154995,2717,
WRA3a7c4Qt4,19106,enabled,3096385,75488,
bx9ylxXOBas,1060,enabled,1291024,30963,
qeltSXT91ro,548,enabled,4265021,13445,
ZnNwpmdWm1w,785,enabled,1019905,7358,
vVSKdCPqW7M,47,enabled,138857,541,
rourxJTkD6I,0,zero,202901,271,
kfQRt1fhVtU,112,enabled,172527,311,
MdJ9W_oEjws,22,enabled,19865653,19199,
CPBH151ZE90,918,enabled,2651897,19063,
HGTZzS1bZDE,3221,enabled,2201789,21539,
BYg74IYVELk,597,enabled,385294,2663,
cKBI9tHAjkg,2278,enabled,3374896,59112,
AJgY9FtDLbs,2568,enabled,2770809,33557,
7XsviBxbLvI,5645,enabled,3424078,27885,
8kZVlD-qSYA,1676,enabled,1473034,6413,
nqRKdaYAK9w,312,enabled,619842,10463,
m4_Z4Sob_rU,58,enabled,385512,1367,
FEo2ipzypTQ,77650,enabled,24692539,593693,
ILqKdIdDqDI,142,enabled,104983,312,
eWHH9je2zG4,1179,enabled,7312216,79358,
JLjyiG2U21Y,677,enabled,1100051,23190,
vP74eRW5gNM,557,enabled,4528988,16161,
PugUY1ZCfAY,2515,enabled,552807,5178,
wIt7JYJgt4c,858,enabled,3090963,15126,
r-bV_AuWXDU,102,enabled,51697,291,
fFk3p4Fj6YQ,2221,enabled,2117794,23904,
c-1XoojLorE,205,enabled,51217,329,
wd_JwfXgFHk,5082,enabled,4266319,82131,
iNV6AXPeJeU,0,zero,4327047,44301,
beSV_jZxR5o,11802,enabled,7282427,146126,
n323WknTym8,192,enabled,930527,1135,
leQaHImtVrA,2,enabled,3627,15,
Tigai32CeEA,638,enabled,47573,195,
6JLcJ5Mez1c,19236,enabled,15235597,92304,
8Kg4gsDj5XU,190,enabled,191099,981,
CbyXlc35Yds,0,zero,5471776,82371,
_wlZXOdDgg8,774,enabled,173546,3697,
lfe1wEQzSzM,9898,enabled,5674260,97357,
JwivtxQEmc8,335,enabled,711753,7233,
zPej5c7DU7Q,2132,enabled,2063278,12927,
mSt6VPzJQ1U,1751,enabled,886327,21678,
5C47i2fcpKM,32,enabled,29875,327,
cuF9aZxoipE,0,zero,3167734,52342,
W2EZZVW7jjQ,11063,enabled,7521857,135497,
7KDz6dGQ5RE,1742,enabled,4317254,25445,
3_7KYoO5qHk,20058,enabled,12510620,224218,
bUHukX6aq2Q,819,enabled,3123329,11127,
LX07w8_uNtk,2341,enabled,1499242,14410,
agOjaIjHjL4,21783,enabled,21545426,213056,
xO8BjI3L3yg,2038,enabled,8191277,47045,
J86Hx7RTnIQ,184,enabled,592249,2965,
ThiRef4jp9M,1547,enabled,3733946,27095,
7E8HRKHa62U,236,enabled,437959,3704,
adMuWlGuGHM,0,zero,8782750,42297,
dFVafTbq2D8,2723,enabled,2952846,33739,
MmqodDVwdBg,252,enabled,194901,4449,
LNRMhWLqrLk,125,enabled,47509,240,
VUck8LtRrLA,0,zero,3111826,4938,
AgCPs6iKF2w,519,enabled,5704848,22109,
rO-BW4EhkjA,0,zero,876585,1693,
x9W7Om9pXvA,118,enabled,102124,1343,
Knwii6O5lwM,1658,enabled,3268381,25704,
W4N-7AlzK7s,3903,enabled,6346037,89332,
QKBLBICr1ro,0,zero,740606,1735,
LcZ2AuvxXNA,28007,enabled,72190271,955973,
ZoA5WFW-MG0,0,zero,33113988,32509,
DK8rQsL3y_k,294,enabled,939362,4546,
7K2O8LuzSso,1346,enabled,4727006,58089,
XjKiYSkRJ8I,321,enabled,319691,2681,
uEci3e8JPAU,1548,enabled,2734221,18131,
GL9u1CgzIWg,5472,enabled,1452681,18297,
zo1Hd3tozKs,1172,enabled,851857,18268,
UDtlvZGmHYk,16008,enabled,13510047,228582,
pZKBDVurCdk,220,enabled,381123,1685,
ODwfBDvWxmU,159,enabled,125520,1465,
5vr_92qU0GY,123,enabled,729031,180,
k9muFAEq_-c,869,enabled,1380234,6165,
flthk8SNiiE,1774,enabled,3485784,122400,
GEi-SJmlcVg,8035,enabled,5178515,81318,
K8flfOeWMPQ,12122,enabled,6602530,171566,
RBC4t1uxJ2k,5242,enabled,2844586,87999,
snCCPwtUFK8,338,enabled,296866,1970,
XrV5oR-5iLY,16,enabled,28513,179,
4OboViiwM8w,26,enabled,48032,286,
iWaX97p6y9U,610,enabled,1172228,13367,
bjrVH9yuPYU,1120,enabled,211173,2023,
dpc_5-TTFNY,4658,enabled,3038309,62374,
W8K3jRvOowA,272,enabled,281247,5892,
2Y7KUOeiLnI,0,zero,13323713,77009,
R_K_R931onQ,20,enabled,14475,209,
fdbNq-4c6Uk,3856,enabled,9374897,120490,
BlLFR5LlfnQ,7817,enabled,14123980,168324,
HW0YEcNC59U,0,zero,18271319,65165,
gJz2Tgt3jvs,1749,enabled,2172500,4534,
fLZHEnaCU9A,9610,enabled,14822552,88332,
RySHDUU2juM,58656,enabled,68085833,739776,
0f4sUNWkq60,183,enabled,516979,2335,
fjmbY9sbfDA,1286,enabled,763681,16573,
Cz8ENFKYXe0,6681,enabled,5953095,33614,
BxKfpt70rLI,10987,enabled,6650170,184203,
e7nr8VcNLAk,38,enabled,13192315,31162,
eYGP6HHYH3M,1761,enabled,890376,6102,
ovPZkQYee8Y,770,enabled,784370,3100,
-I5l64ZmEWY,384,enabled,2071338,31380,
X4v51rNRUME,1614,enabled,410640,8319,
tWSptD7rtnY,325,enabled,532934,8077,
okYcCeYBPUk,4197,enabled,5601218,165285,
G4VmJcZR0Yg,24984,enabled,35225593,193085,
h5_s6BS2_YY,286,enabled,1079752,8648,
ErOitC7OyHk,2261,enabled,2589712,30441,
9LCMuKtpnPE,3564,enabled,15769626,220249,
r9z5kBU-YiY,577,enabled,222131,1930,
AzZao6SVMyc,777,enabled,1714847,7880,
1S1n3HFlZq8,210,enabled,418618,5704,
z8X_Mk46pQc,0,zero,1853203,3153,
a65DHhobPw0,7614,enabled,3186316,29850,
BfQrSmDEJ1w,143,enabled,38511,761,
j04ImetEikk,113,enabled,214996,580,
3llrhcEt3I0,95,enabled,678696,1841,
cxxw8raWpFA,1506,enabled,3072431,17971,
yr9Ca9O7U08,5,enabled,10876,23,
nGCW5teACC0,3,enabled,205920,65,
UmNl5sM24qc,4517,enabled,1564172,37595,
fChx_YZUAR0,5820,enabled,26029122,86559,
KbsnY--LFh0,711,enabled,774471,25184,
LnJPUGBPFtM,185,enabled,411954,4394,
Yy-8ecY3Vjc,9,enabled,5719005,15631,
KhAFGGlvrOs,10356,enabled,18367461,175398,
3HSj7vt_BW8,1507,enabled,17525030,84271,
jI7XWhspXXM,3786,enabled,2513740,20234,
0dj-9g07Rtk,530,enabled,600005,24467,
Mc6VA7Q1vXQ,7221,enabled,12084938,141765,
bu-udH1QRbY,1157,enabled,3710086,38028,
UytSNlHw8J8,951,enabled,1336002,11771,
uwyRxK0htpI,0,zero,16765220,143945,
EOibu-oe-3U,69,enabled,594276,2363,
PUBnqS1qcvk,6845,enabled,12260566,263052,
DUkICPS0zQE,2641,enabled,958907,21316,
jd2tU9_6eV0,2235,enabled,677848,10087,
hn_1Rr5Rzf8,2723,enabled,39681167,101772,
fbiC1mBGBb8,0,zero,30280,441,
5j7-WFa2AJM,24629,enabled,8587658,54082,
jVZUmX-S6Ow,905,enabled,584736,13360,
YVfyYrEmzgM,1581,enabled,2867258,60259,
NEiU-uqAa_k,280,enabled,984572,3013,
S_Z46ZXQ9YM,83,enabled,211228,2405,
QhaPxj1EIhg,0,zero,4696368,52824,
elRfdDxBK-s,0,zero,2072013,17617,
IxlQdOCteiQ,7,enabled,16719,111,
BMESlAClXqE,49,enabled,129106,984,
02cSc5a49LA,3892,enabled,11498574,99329,
7UEIBdMyj9g,1103,enabled,4680438,49755,
-D_xPnq6onE,27076,enabled,30911771,249522,
C8_3jS9wd9w,1566,enabled,7252034,85640,
CVG0PI44rk0,0,zero,1807660,4430,
apHssuCCLfE,2740,enabled,9980045,83755,
n-vb1kBDoD4,3622,enabled,5291881,116656,
Q4LzhgExvrc,4826,enabled,9658222,33217,
oGGpikrxDDg,11,enabled,25062,147,
ikyZIcG6Htg,10,enabled,52473,113,
OiN0Nm2enpI,4642,enabled,860696,8080,
Dz8R2xxeyaA,5311,enabled,10266992,117919,
bvf5DlhvJJE,4979,enabled,11425163,143159,
fVfT0z90Oko,4133,enabled,8157864,159668,
NyJXjh42Kpo,88,enabled,17431,367,
pddvK5COgHc,886,enabled,800464,11806,
ngySxUOj-VI,3850,enabled,1788677,27135,
vYkwNZJJc4s,17103,enabled,16897126,252439,
U8INWkQl_f4,5,enabled,7281,59,
C9SevaL6pTc,0,zero,149247,135,
1Hy55UIjaqY,1122,enabled,1956614,15431,
Lz7TcsPb6P8,584,enabled,809545,4487,
J2gBkqP4V9Y,12560,enabled,7453634,192358,
1Bk51DT8oio,0,disabled,3627445,26107,
c_3ugPH7PwU,245,enabled,661327,6480,
VvFsMe8_NIM,59,enabled,652059,1063,
Nw-BMNnr1Ko,2644,enabled,2222078,22710,
k82r2OoY9TM,29793,enabled,7755856,333263,
ukshFBaEnGg,333,enabled,214237,2543,
mfC4jFLeCRk,1568,enabled,498690,2804,
gINPvVysfX4,1830,enabled,786155,4258,
V0nFjLfR_VI,9742,enabled,16150958,182760,
cp3Jr6HtQDE,2668,enabled,2519694,87198,
6mJMS2YDMnk,403,enabled,199807,1866,
W_t-DoUVnh0,0,zero,6519711,16057,
YccmPhcY0mQ,166,enabled,115460,3933,
aUE1YzPt2jA,1169,enabled,5875005,49271,
mEbuSoX3sT8,0,zero,5213584,19458,
6giEeB3fMBs,2558,enabled,3604451,35877,
UuGrBhK2c7U,2008,enabled,6323149,66539,
RdyfuHKb-4Y,409,enabled,821274,9012,
dg4_deyHLvQ,2137,enabled,2488962,29726,
irKZiZqgRzk,165,enabled,214114,3370,
mYlW5OTIWm0,159,enabled,85397,1973,
HmwZxnQbox8,0,zero,539763394,1603276,
JwRd6VIs2Tc,0,zero,943158,745,
Z2yPYgInCrk,619,enabled,417118,21077,
z069ldsumxA,391,enabled,1504074,3988,
PEfZG9OSytA,9146,enabled,30792480,324526,
EQo6gIwR_BY,300,enabled,113306,910,
aZn3JfqN1zw,99,enabled,262787,927,
7lukoNrS1ZQ,1560,enabled,614764,8325,
NoaR_ih9Q0M,181,enabled,329030,1738,
wDy1Twcj4cs,829,enabled,1004873,9371,
eef6gRGBEXw,42,enabled,33640,383,
WfNiQBXmPw8,2539,enabled,1522637,29630,
oGDvnKLtXvU,30,enabled,53176,929,
nMJaXNKtrIA,11,enabled,16502,160,
c5YmX8Bh3z8,1376,enabled,3052803,73935,
rXCMIGleLfc,2695,enabled,4666564,63046,
KCnW6139C40,1908,enabled,3930029,46166,
zDgBUwhUAVE,1366,enabled,985495,7320,
vp12ENCwrbQ,1077,enabled,7102896,57730,
4ZxgBQA7cuY,602,enabled,726514,29965,
2XqsJYk1-yM,2737,enabled,3778360,51990,
dsFQ9kM1qDs,87,enabled,443311,482,
4BO2HgT2p4M,6486,enabled,10331772,143957,
0UFav6JzYY8,209,enabled,138923,1560,
JAharj1Vxhg,0,zero,1531041,15799,
CMxmnIGtz58,5365,enabled,10283057,130021,
tsTZ2iFRSmw,2719,enabled,10286158,127749,
vKbyfdJXoDg,2752,enabled,3404896,44755,
PJmnLzw8NA4,7044,enabled,3185673,4108,
FcpYPu9M3bw,4785,enabled,16281969,50213,
Uti2niW2BRA,8089,enabled,7459765,102425,
Ie6LpKOJVf0,5260,enabled,8111640,141236,
dxl3Jpef1UA,263,enabled,485908,8962,
JTgcpfZVLlo,0,zero,1679994,3235,
uoHVpKPCfoY,1045,enabled,439969,7422,
PZeYkeD8WA0,828,enabled,658270,2978,
c8qPfQYE6t4,264,enabled,880641,2087,
dK9SSu3uZ2Q,3681,enabled,2301568,40913,
tzJBm3ThjJ8,2885,enabled,3827409,78341,
tkB6QOZGJNA,431,enabled,322157,7750,
PyKZzWJ-ysA,701,enabled,2465852,10150,
ZR2GpiDE4FI,2266,enabled,2184757,39432,
FbV4VCCk3Sc,1773,enabled,5422201,40828,
2kyS6SvSYSE,20018,enabled,2983336,102169,
hup_8uDXJx8,6932,enabled,2564924,51939,
LXKyDFyRj2Y,6099,enabled,413410,8878,
FFuICM6WPi4,40,enabled,41202,469,
kOvx2mlatVg,543,enabled,576756,23975,
rTmvY11m_0E,1643,enabled,4682316,13986,
G-qgjLMXc0k,8829,enabled,1834027,10032,
3Iu1Z0h1i1Y,304,enabled,1535710,12623,
9UMPmEG24QE,57,enabled,21917,125,
7FlzHiURdTs,7225,enabled,5028293,141912,
GuLhn9fJBXY,336,enabled,496638,3311,
z2j-Kg8Rq6A,4166,enabled,2145500,17811,
ZFNstNKgEDI,2298,enabled,2575842,36760,
6hCIN6Gctes,707,enabled,775163,21259,
xuK03v0W7Qg,167,enabled,171720,1230,
58RNJUEzjc0,228,enabled,509444,1498,
jd0mjsuXhOw,1017,enabled,276765,8645,
ijLc52LmFQg,928,enabled,1875871,11033,
8kQDAbE7Gx8,1496,enabled,5629328,79574,
kE-gd2_IJpU,1570,enabled,319327,2086,
OMYHemqSQyQ,1509,enabled,1297693,28829,
WfVVX4ND8RE,871,enabled,230524,3040,
X4kXAhdu8go,81,enabled,55059,643,
KhDZRjK75p0,654,enabled,411060,7237,
onp9WlIiKBw,130,enabled,283708,887,
tNeOEHGpYyc,153,enabled,229950,807,
1VClUOTOwTc,269,enabled,354052,2296,
916J0I2yrlQ,595,enabled,374493,5970,
yIw8gDj0nIc,175,enabled,188333,2319,
0lh_UWF9ZP4,960,enabled,1456071,9190,
CzHoDZx0Qnw,102,enabled,771000,1569,
VS9IhcD1YYE,3201,enabled,3779677,32494,
vlNBVHWq6Aw,505,enabled,473472,4510,
N9T0exmb99k,781,enabled,729223,9574,
DHBalZTdim0,481,enabled,1490959,8294,
TjeI6iyPOoc,52,enabled,39665,459,
Orq_75kFi8I,6284,enabled,32436651,229157,
hmMlspNoZMs,676,enabled,2494280,9409,
3_pU4p2pikY,192,enabled,229142,4696,
W-6p8BqkPEM,614,enabled,239621,818,
4akFLFq3b-g,578,enabled,161758,829,
fR3NxCR9z2U,861,enabled,4259643,65061,
JKQXdCcfqQI,512,enabled,765350,33385,
xPxbrHMHgNE,21461,enabled,29971583,660140,
wPPEGDVmWao,48,enabled,314108,2241,
SlIBScFH02Q,59,enabled,89766,443,
5adC3nc0MHI,1991,enabled,1057455,35541,
Ok89QNexM74,1751,enabled,1720191,20065,
DI9ZLawGE4g,6817,enabled,7718690,40592,
sJhPa4lMLDo,3763,enabled,8160663,44932,
90ZGTrIa4UA,156,enabled,253239,3573,
q4yIWg_LElc,7707,enabled,4164651,126316,
ITfKaUFfx7g,5370,enabled,7910173,160769,
ZDCL-Dm3EP0,702,enabled,795827,5200,
N5zFfcPdQN8,1976,enabled,1586105,8928,
LD0x7ho_IYc,23447,enabled,10456939,273648,
9D420SOmL6U,2260,enabled,3774777,73917,
9Qx90wdRD2I,2045,enabled,6490772,70994,
UG4VNMA8TG8,2327,enabled,2117565,9582,
6hYFmW18oNA,5449,enabled,2894205,24311,
_rnyKdPUowA,0,zero,11024377,6741,
XOCgs_nMxDc,3674,enabled,1094043,39152,
gIAsT2uDGxE,2154,enabled,1136368,6614,
FDxbESn7264,19,enabled,22151,224,
_hBAr7uJ6L8,1403,enabled,2339666,36480,
-FV4gBbS63A,151,enabled,14728,347,
xBLmBdn2QF8,876,enabled,4629018,7710,
VdBsXZleme8,495,enabled,173907,728,
MlAlOZIkm2M,1050,enabled,570061,14603,
zQGOcOUBi6s,32486,enabled,54483760,543771,
fQZR6xzDkjc,2877,enabled,1856439,10058,
q2h9ISla-fQ,2399,enabled,5993810,92662,
NxT1nIMhmcY,1150,enabled,276624,2540,
h8i9qftqKNY,4386,enabled,3737183,51714,
fTTno8D-b2E,5128,enabled,5585746,107864,
_D3UaxvPzW4,1571,enabled,2134421,32038,
V9_PjdU3Mpo,12499,enabled,4739621,185142,
xFbJoXJBIIA,15113,enabled,16597934,276382,
aEe5INfISy4,13597,enabled,8658188,96986,
Xtqr1C6eDmY,2826,enabled,4060682,84042,
Q7JDBHVWJ3s,840,enabled,1002592,3245,
o9XzdwycIio,0,zero,395751,1514,
aq4ESrRaB3M,0,zero,1191809,1902,
l7nlo-CseGQ,1961,enabled,819445,16802,
C9x4Icbx2Ek,2714,enabled,2263705,58132,
czS0RJyKZW0,0,zero,189875,1699,
Ik9NeDDnd5Q,449,enabled,1060408,7371,
y-_JhRJ0tWA,21169,enabled,8701511,145899,
-0n2kxkdJgM,5129,enabled,4723375,46393,
2D-QAWQgm1M,155,enabled,84479,2183,
CdzB3dWSv9c,2742,enabled,836652,6523,
JfImJZDKoo8,426,enabled,374221,5985,
QxUxP8ljVcA,2851,enabled,1009648,14869,
hq4F8Lbs6Qo,0,zero,12380244,46094,
kL6XQyFSnhw,2406,enabled,3015970,143326,
kXBvaj5eFgk,1265,enabled,1300548,8730,
Js-H4zIahF4,607,enabled,524539,2993,
qPQQwqGWktE,8182,enabled,8252442,171180,
IGdUJjxW1r0,11866,enabled,2213775,33815,
fBo74f49d3w,360,enabled,291372,4880,
2iBqy2uUOz0,1597,enabled,1001455,6725,
8KXWJCmshEE,20,enabled,284802,377,
kWygX0Q1Rhk,3313,enabled,3445639,52226,
8t0qmhnuEpg,734,enabled,1002297,6605,
KvSCsNFokak,2350,enabled,6262503,30171,
rBiyoc4E3mM,1955,enabled,7603748,23932,
upYdWNdsG7Q,295,enabled,92044,4843,
1q_Fij95j5o,18,enabled,6395516,14784,
w-A-4ckmFJo,10656,enabled,2761984,96913,
oTbvYGH_Hiw,253,enabled,494101,1911,
vny1qUaToHw,45,enabled,356221,1213,
iAg57lxaR7M,0,zero,2400535,754,
seBQ83fr48c,342,enabled,602928,10390,
u-LfKbCR0MI,15774,enabled,6998696,152881,
Be4o1MPMxGg,7246,enabled,17586099,176755,
g2ywowYEMw4,383,enabled,195628,8687,
fACiAD55qJc,426,enabled,289426,4670,
kz45c3vNuIs,17429,enabled,32527490,221139,
Wgxo1Ux8x_0,878,enabled,1583363,7107,
T4giMyqv0qc,3889,enabled,21038636,99445,
JEzE3L-NKL4,8909,enabled,29600288,305181,
lwZzRtxFdvY,438,enabled,1705205,16009,
ZL4yYHdDSWs,30352,enabled,18331431,416673,
de56W-F93nw,1212,enabled,2005310,39101,
C5uyq0aMRw0,11989,enabled,20937435,248771,
Gjj_-CPxjCM,5341,enabled,10423695,207811,
P8V_bx0L4RY,98700,enabled,124583455,1729576,
gzkB574jivA,5670,enabled,9187900,141088,
keMF8YzQoRM,4714,enabled,6891822,99825,
xvjK-4NXRsM,1981,enabled,2489646,42408,
rXhpK_lhonA,2714,enabled,2624161,56406,
0eiORAWH0bc,3939,enabled,7751800,22745,
VpuN8vCQ--M,147,enabled,673347,3697,
Vh0piQN1_LY,1083,enabled,4357495,28673,
aDMd6BeReAI,7949,enabled,14955177,189377,
ka-ZgwCXKho,1015,enabled,4672420,21743,
dAs9_DV-024,0,zero,358,0,
lfvceHUBWnU,14718,enabled,15871630,236408,
tDFX_hDcPAo,5973,enabled,266429,8317,
jffVm6tNBDg,565,enabled,2085475,20113,
qy0RUVlTryk,273,enabled,305774,6055,
aB0uYgPkWrc,10906,enabled,11547412,280355,
WN_p-Q4BOh8,607,enabled,540257,16727,
Phc8F0VHhDM,7732,enabled,2099183,61360,
aHTZWMr0xn8,826,enabled,1362894,13331,
bxgNVuT5Rys,111,enabled,1395171,2075,
rRqKYXcL-2U,12386,enabled,42014913,232729,
YQb7Xq0enTI,895,enabled,839896,9903,
MCU05dbkFLc,0,zero,1489426,8719,
9UrQ4VvFO-c,1755,enabled,4746191,15422,
uyfxghJU2SI,3509,enabled,5004438,51283,
IoRF_Bzuwtk,495,enabled,2046032,6763,
-6aLdp6KUQY,31,enabled,12533427,36389,
BfKtlsUU0D0,160,enabled,297695,1825,
eNFq5cJd2d8,2020,enabled,626080,28349,
uqf0SDfN520,3,enabled,9557,14,
Mg_66TRsb6Y,3051,enabled,1587007,29838,
CwtxHQxrdk8,3422,enabled,1168863,23339,
k39gNmK7N7g,134,enabled,192525,264,
Kz8tJDQxcpk,875,enabled,1630276,16678,
tpFZjzDMOwc,0,zero,29738777,136403,
8W9jn90VEAY,5266,enabled,7244100,109772,
ZBN0IsspHlg,192,enabled,387177,1029,
-Qv6p6pTz5I,15304,enabled,18535059,291414,
iRdTetA_Dqo,2597,enabled,5228513,23389,
h2iYc0xTCGU,1266,enabled,2855030,43185,
JOvZeAecOZ4,188,enabled,47409,53,
x-Jzb8HiVYo,492,enabled,330016,2706,
rZztMpGC42s,26,enabled,106813,449,
JI1kq6CA_38,9434,enabled,10255058,79309,
S-0BmoV8IoE,133,enabled,25471,308,
cO_YbVjth5g,20,enabled,58237,486,
ajtVQ0BM5WE,8,enabled,1385768,48,
S-X97xxw5aI,5368,enabled,890206,7089,
r9Iwph3aU2U,1295,enabled,2822840,145066,
jzoLnqJciTM,153,enabled,31998,653,
ZKh6z0X6KRw,9551,enabled,14185484,136205,
pcnzIAObSQY,15,enabled,29199577,13748,
k15O_eBfUuk,905,enabled,2073455,19603,
4o_7xoucHnY,407,enabled,2431114,8946,
9SENrztriGM,463,enabled,1370350,12604,
ab5IwgcJRiE,42986,enabled,31483095,242378,
fIHH5-HVS9o,47245,enabled,43434255,294723,
HxHTPDkq-Co,20,enabled,6237,216,
vhqttMeINXE,0,zero,873215,1800,
1-FHzf4xnWw,412,enabled,1346379,4987,
COOtiPl-ngg,9,enabled,20820,129,
lzJV7k-LiC4,0,zero,13902584,72892,
MIhshI34RSc,42897,enabled,27391335,233330,
mt2z3fvyIGU,935,enabled,984939,15210,
OgGyGKbSA30,1809,enabled,2034586,35409,
a_SbGwxWWGs,2507,enabled,2402094,60084,
kZoFI_fcC74,21,enabled,412316,153,
CRZM3KmDerM,4817,enabled,2693575,80659,
d853h-8rsPQ,12724,enabled,16028079,223924,
eGqDglylSWg,154,enabled,11052556,18240,
TbgM9EgKpTE,0,zero,33630,26,
cVayU1d1u-A,909,enabled,3151256,18249,
